date,review,reviewer,rating
20-Jan-20,Exceptional piece of art.,SamuraiWoodro W,5
20-Jan-20,Examining the story of Arthur Fleck and how he slowly descended into madness to become the Joker.,,4
20-Jan-20,"A movie I've had to sit on for several days and I think I'll have to sit on even longer. Controversial, dangerous, these are words thrown around a lot with this movie. I guess I see why, but maybe not for the right reason. It's asking questions, but a lot of people are getting the wrong thing out of those questions. Are they questions that have been asked before? Have they been asked in a similar way? Sure, but maybe not in this climate and certainly not with this character, and that's what makes it different. Without going too deep into my own theories, the biggest thing I got out of it is ""help people"". There were so many points where this slow-motion car crash could have been stopped, but it didn't. Another thing is, how much are other people to blame? These are interesting questions, and what makes it more interesting is knowing this character and where he ends up. As to the violence, none of the violence is particularly over the top in a Deadpool or Michael Bay sort of way, but that's sort of what makes it more uncomfortable. It's grounded and unnerving. It's also very Joker-ish, with some scenes that are weirdly playful in a bizarre way where you don't really know what he's going to do. This was a unique direction to take this character, and Joaquin Phoenix kills it as Arthur/Joker with a empathic psychopath. It's a thoughtful but uncomfortable feel-bad sort of movie I'm still thinking about and really want to talk about. I don't get that sort of movie often enough.",Michael M,5
20-Jan-20,I loved Joaquin Phoenix�s acting.,Sofia A,5
20-Jan-20,"Maybe if 4 and 5 stars didn't involve recommending the movie, I'd give Joker a higher rating here. Also, the movie is pretty dark. The reason I stuck with the 3 out of 5 star rating is because the movie is too dark for my taste and not really a movie I'd recommend because of that reason. Don't get me wrong, Phoenix did a fine job in his portrayal of Arthur Fleck. He became the character and the storytelling and the way it was presented made you empathize with Arthur even if he turned out to be a killer. It's great acting and for what it's meant to be, it's a solid film. I just think it's a little too dark for my liking, but to each his own.",Gilberto T,3
20-Jan-20,"Excellent artistic portrayal of a slow descent into madness. Joaquin Phoenix is brilliant as is the direction, music and cinematography. Bravo!",Django,5
20-Jan-20,Was a realistic illustration of how a super villain could come to be. Phoenix was excellent!,Al H,5
20-Jan-20,"It sucked, it keeps you on the he edge of your seat thinking it's about to get good. Nope. Lots of depressing moments in the joker's life. Really disappointed.",Charles,0.5
20-Jan-20,"Great acting, but the movie is very dark.",Valerie S,4.5
20-Jan-20,Great acting but very dark movie.,Bruce R,3
20-Jan-20,The best movie since Lord of the Rings.,Mike Z,5
20-Jan-20,Best comic book character study yet!,Cameron P,5
20-Jan-20,"Completely overrated and tries way too hard to be deep. I can't believe this is getting Oscar nominations and stirring up controversy. It's a Todd Phillips movie, people...",Jacob G,3
20-Jan-20,"Where Was Bat Mans, He Wasn't Even In The Move. There Was A Kid Name Bruce Wayne He Looked Like Bat Mans But I Think It Was An Homage To Him So There Was Not Even A Bat Mans ? 0 Out Of 10. Suck",Dubing Step S,0.5
20-Jan-20,"This movie is about a mentally ill person who fell through the cracks. A person that grew up in a abusive environment and paid the price as he grew older. It's the story of how Arthur Fleck became the Joker. Yes, it's starts off slow, but it builds up and engulfs you. It has a message that I hope many people get. It's artfully crafted. The acting, the cinematography, the music and the writing make this movie phenomenal. For me, the Joker wasn't hype. It went well beyond my expectations.",Rozelle,5
20-Jan-20,"By far the best movie I have seen in a very long time. Phoenix deserved every award he received for his performance, and he probably deserved even more than that. He portrayed the anger, sadness, frustration, and the struggle of living with mental illness perfectly and was believable from start to finish. This movie was heartbreaking, captivating, disturbing, thought provoking, and entertaining all at the same time. Bravo, WELL DONE!!!",Alexa E,5
19-Jan-20,Lead character was great. The rest of the movie was a mess. Silly plot. Poorly written. A voyeuristic glimpse into what makes the Joker tick. Way too hyped .,Michael C,3
19-Jan-20,"I thought it was just getting a slow start, but it never really got going for me. I get the story line, but the delivery could have been a lot better. The movie pretty much was a major let down.",Melissa G,0.5
19-Jan-20,A shattering performance: Joaquin Phoenix's Joker is at once pitiful and terrifying.,Trici V,5
19-Jan-20,A fantastic film this is.,Michael F,5
19-Jan-20,Best movie ever made,Mark T,5
19-Jan-20,Alright acting and it looked great. But the script was a little disconnected.,Toby L,3.5
19-Jan-20,"Great acting-- excellent commitment by its star (Phoenix deserves all of the nominations and any awards he should win), but the story is just awful. This is the man (Joker) who menaces Batman and keeps him up at night? Christopher Nolan's version of Joker with Heath Ledger nailed it. The script in this version feels like it was written without much thought to the canon or the fans.",John T,2
19-Jan-20,This movie shows a scared mentally man that lashes out and kills people. It's very slow-moving. I think the director was and to get away with making a middle of the road movie because the subject matter is so popular.,Rory S,3
19-Jan-20,Sadly gratuitous violence Hollywood style on the verge of trashy!!! Waste of time .,Timothy R,1
19-Jan-20,"The Joker was outstanding , lots of hidden messages and I didn�t take my eyes off at all. Joaquin Phoenix will win the Oscar Best Actor hands down.",Jane,4.5
19-Jan-20,"A bit of a slow movie, but a great interpretation of Joker from a different perspective. Pheonix did a fantastic job on this interesting mind-twist. Highly recommended for anyone interested in a darker, yet detailed origin story.",Zach W,4.5
19-Jan-20,"Well, the actors act really good, the sickness of the human kind is very well exposed, but the movie story to me is really a non-sense...",Fabrizio T,2
19-Jan-20,"Truly terrible. I thought it was impossible, but even Joaquin Phoenix is bad in this dross.",Jessica K,0.5
19-Jan-20,Unbelievable performance by Joaquin Phoenix great story as well,Frank V,4.5
19-Jan-20,A masterpiece. Intense. So very intense. But also very dark. Intense and dark. Best movie of the past 20 years!,Franz K,5
19-Jan-20,"Even though its on the dark side, Joaquin Phoenix is extraordinary in his portrayal of a man living with quirks and limitations of mental illness. The connection to the character of Joker in the Batman franchise is very clever.",Lorraine D,5
19-Jan-20,"Boring, as in made for tv network drama boring... Joaquin Phoenix plays the same part he plays in EVERY movie he has ever made, himself.",Allan K,2
19-Jan-20,best movie of the year and best acting of the decade...this one should not be missed,ann w,5
19-Jan-20,I thought that it was a very disappointing film they could of done a lot better with joker,Crystal H,1
19-Jan-20,"As billed, it is a great performance by Phoenix and a good character movie. Does a nice job of making the emergence of the Joker believable. It is hard to say it is an enjoyable movie, however, because most of it is intense and sets out to make viewer a little uncomfortable... and culminates in a dark, intense ending. Not sure how many specifics I will remember, but cannot deny it was well done.",Randy A,3.5
19-Jan-20,"The story itself wasn�t as thrilling as I�d hoped for but Joaquin Phoenix was AMAZING! he absolutely made this film! Also, it was nice to see pieces that would eventually lead into the original Batman film.",amos,3.5
19-Jan-20,It's an ok movie doesn't really feel like a joker film more like a crazy who wanted to be like the joker. Could have down some much with the Joker character you have a vilians who's primary purpose was to mess with one guy who happens to be a billionaire detective and most of the time it works atleast partially. Imagine the planning it would take for someone to pull off a heist like he did in the second dark night movie I would have like to see more off that joker not some guy dancing around mad at the world. And SPOILER. Why was it necessary to insert the Wayne's into to this mess so you not only destory the backstory of one character but also start treading on another. This was an uninspired take on the jokers origin.,Willie S,1
19-Jan-20,I'm glad I never made it to the theater to see this film but I think it's decent for DVD I think Arthur is poor sole due to snap I think when he found out the truth bout his mother that was straw that broke the camel back,,3
19-Jan-20,"Amazing!!!!! Since there is no real back story to The Joker, and DC has always had multiple versions of how he came to be, this is by far the best. If you're looking for the Saturday morning cartoon version, don't bother. If you want a gritty, no frill Dark Knight type back story, this movie is a must see.",David R,5
19-Jan-20,"Perfect ""Elseworlds"" Joker story. Is it mainstream canon Batman? No, but it's incredibly enjoyable nonetheless. Perfectly illustrates the idea that sometimes you have to lose yourself to find yourself.",Bee E,5
19-Jan-20,One of the worst movies I have ever seen. What a waste of money and time--two hours of my life that I will never get back.,Kim L,0.5
19-Jan-20,best movie i�ve ever watched,Sebastian,5
19-Jan-20,I will never trust a critic again. This film is a masterpiece.,Kerrie C,5
19-Jan-20,An incredible psychological study of a mad man. A sad man. The dance of madness and sadness. Joaquin Phoenix is amazing!!!,Sheila,5
19-Jan-20,"Unequaled performance by Joaquin Phoenix, unequaled. Wonderful support by marquee actors, music score also tells a story.",Sparkle Plenty,4
19-Jan-20,"Joker had a methodical and absurd storyline, and Phoenix had an incredible performance. However, this isn't the joker everyone wanted.",Alessandro B,4
19-Jan-20,"Loved it. Joaquin Phoenix gave a great performance. So good,I had goosebumps throughout the movie.",Travis N,5
19-Jan-20,"This was one of the most boring and disappointing movies I've seen in a long time. Sure, the acting was great, but it was waisted on a CRAPPY story.",PRESTON G,0.5
19-Jan-20,A good suspenseful atmosphere for a possible origin of a villain.,Rodrigo T,5
19-Jan-20,"A very slow burn, and build-up of a truly character driven piece. This is very thought out story that earns every pay-off you see. Phoenix gives the performance of his career.",Bruce R,4.5
19-Jan-20,great film highlighting mental illness and society. juaqin became joker possibly landing him best actor award,,4.5
19-Jan-20,"This is the best film I've seen in years. It's impeccably made and perfectly acted by Phoenix. I saw one review on another site that gave it one star because it was so profoundly sad. Other negative reviews echo this. People, there are humans out there that lead tragic lives, whose stories are heartbteakingly unfair. If ""Joker"" succeeds in making you uncomfortable with this, then it has done its job. I recently watched ""Manhunt: Unabomber,"" and Kozinsky's final letter to his brother is something Joker could have written. These people walk among us, and looking away from them and their stories is what ultimately causes the carnage they create. This is a tragic story, exquisitely told. If you want a feel good movie, then don't deem this bad because it makes you feel blue. In that case, go watch a Disney flick. This is stunning filmmaking.",Mary A,5
19-Jan-20,started off a little slow but still worth seeing. great movie,Karina,4
19-Jan-20,"I'm admittedly not a big fan of Phoenix, but he was great in this movie. Very well acted, character development was interesting, but it's a very dark film. There is an insight into the hardships of mental illness.",mary f,3.5
19-Jan-20,Joaquin makes the movie great. Todd did alright . Fantastic score,,4
19-Jan-20,This film is amazing! Joaquin Phoenix's acting was superb and helped give this film the five stars it deserves. The story is great and is conveyed very well throughout the film.,Jay B,5
19-Jan-20,A genuine masterpiece of a film,,5
18-Jan-20,Fantastic movie I wish DC would do all of their superhero movies like this,,5
18-Jan-20,"Una pel�cula excelente, muy interesante, Intrigante y que decir de la actuaci�n de Phoenix. Casi perfecta",Jonathan J,4.5
18-Jan-20,"Elevated by an exceptional performance by its lead, the film single-handily re-imagines how a different angle on a comic book franchise could pay dividend.",Kirk B,5
18-Jan-20,"Well done on all accounts in broad strokes. This film really helps to make one feel empathetic toward the Joker, at least in the early stages.",,4
18-Jan-20,Filme serve como cr�tica social ao demonstrar como o ambiente e uma sociedade segregadora pode nos tornar mentalmente doentes.,Maurel B,4
18-Jan-20,The Joker is boring as sin! Can anyway stay awake during it?,Dave K,1
18-Jan-20,It�s a great movie. Loved it. I recommend you watch it to But it has violence.,,5
18-Jan-20,"It was very well produced and a great story, however there were stretches of the film which became very dry and felt tedious to watch. There are many new complexities added when you seek online analyses, but for me it was a negative that these couldn't be picked up on during the sole watching of the film.",Erin B,3
18-Jan-20,"*No spoliers.* I refuse to deny anyone else the knock-back-in-your-seat moment that I got. A few knocks, in honesty. Joker: Gutting. Riveting. Bleak. Triumphant. This film is still sitting in the pit of my stomach and I find myself sifting through and re-analyzing scenes over and over with no let-up in sight. I admit that 15 or 20 minutes into this film I was thinking ""ok, so this is a bit more light and predictable than I'd expected..."" But my god, how naive I was at that point in. Fair warning: be prepared to be sucker-punched when you think you're coasting along just fine with this story. Out of nowhere, you are going to get belted in the head with what you didn't even expect was coming. And then again. And then, when you have accepted that this movie throws twists at you as a matter of course and you're semi-flinching at each new scene change, prepare to be kicked in the gut with a revelation that will floor you in the endless defeat that is Arthur Fleck's pitiful life. I can't remember when a scene so thoroughly broke me in a movie. If you can't deal with being knocked down hard and left to flounder, utterly empty, as the story continues to build rapidly in front of you despite you still struggling to find the will to scramble back up onto your feet and catch up, then skip this film. Go watch Hustlers or some other polite, typical Hollywood fare. It's a sign of a profoundly poignant story and a very literal masterpiece of acting when you stagger away from a movie and find you are genuinely grieving for a fictional character. Where to start with something of this magnitude? Joachin's performance is so real it is painful to watch in many scenes. The transition, in 122 minutes of screen time, from beaten, defeated, humiliated, curled up in a ball on the ground in a dirty alley Arthur Fleck to confident, powerful, remorselessly violent, triumphantly beholding the havoc he has wrought Joker is absolutely seamless. At no point in the movie did I notice a jarring or unnatural jump-- his metamorphosis was as smooth as his entirely interpretive dance moves as he came into his own. 122 minutes. I wouldn't have thought it could be done. The flawless direction, the cinematography (how many times during this movie did it hit me that the scene could be a perfect still in and of itself?), the score (that gorgeous, haunting, defeating, exultant SCORE!), the attention to period detail in every single aspect... the surprises, the awkwardness that makes you itch and desperately need that scene to be over with, the unexpected laugh out loud moments that just as quickly sadden you in their implications.... the endearing main character you witness dying, leaving you to come to terms every minute along the way with him as your brain processes how you view him... ""Joker 'Surprises' With 11 Oscar Nominations""-- only to those who didn't watch it, or to those whose vapid inner workings prevented them from access into its dark, gritty genius, or whose delicate sensitivities shielded them from seeing its brutal, malignant offerings. Hard to watch? Yes. Not for everyone? Oh, most definitely. If you're not sure you could handle this movie, you can't. Even if you do think you can, maybe you can't. I don't know how well I handled it myself. But Jesus, was the ride ever worth it. And if you haven't seen it yet, I implore you not to read reviews by The Guardian or The New Yorker. The fact they pan it is inconsequential. However, the fact that 3 of their reviewers were too shallow to notice a huge, integral part of the plot, which led to them actually announcing a game-changing spoiler, is not. That cherished, cinematic sucker-punch is what I'd pay money for every time. Don't let people with limited understanding of the exact depth of emptiness in our hero's existence ruin that ride for you. Because my god, what a ride it is.",Sue T,5
18-Jan-20,The embodiment of why the media is shit,Cold S,5
18-Jan-20,"My favorite movie of 2019 and the best DCU movie since The Dark Knight. It's raw, gritty, and unflinching in its delivery. It's like the DCU version of Logan. I'd love to see a sequel which connects it to the broader super hero world. It's not really a comic book movie, at least not in the formulaic, no consequences, overly-CGI sense. However, it is one of my favorite origin stories. It's a wonderful character exposition, told entirely from the perspective of Arthur Fleck. The vibe is similar to Fight Club, in that you can't really trust this first-person perspective. If you haven't seen it in theaters, add it to your queue.",Jeremy S,5
18-Jan-20,"the hero and the anti hero at the same time. The perfect balance between an introverted thriller and an eventful action movie. if you want the silly iron man's crap, go away, there's nothing for you here.",Leonardo R,5
18-Jan-20,Best movie of 2019. The acting and writing were top notch.,Michael G,5
18-Jan-20,very moving. super intense film.,asher,5
18-Jan-20,"Joaquin was amazing. The soundtrack was amazing. It took forever to get going. It kept showing us look how bad everyone treats Arthur. Yes, we get it. The whole movie was devoid of any hope. The atmosphere was a Scorcese knock off. There where more misses than hits in the film.",Jane J,2.5
18-Jan-20,"Brilliant film, great acting. Good setting and score.",Sergei L,5
18-Jan-20,'Joker' Is Hard To Watch And That's A Good Thing. Because you watch Arthur descend into his madness.,Nia t,4
18-Jan-20,One of the best films of the year.,,4.5
18-Jan-20,"A decent into the madness, and darkness of a broken, and deranged mind. The failings of an uncaring and detached society.",troy s,4.5
18-Jan-20,"This movie is a masterpiece, with a message that American society needs to hear.",Gib B,5
18-Jan-20,Fresh! One of the best movies I've watched in a while,Chinthaka H,5
18-Jan-20,Another movie the critics got wrong.,Bob S,4.5
18-Jan-20,"I felt like I needed therapy after seeing this sick, twisted, shockingly over the top, kill everybody movie!!! The Joker is sick!!!",,5
18-Jan-20,"I don't care about Marvel or DC but this is a film you can watch without worrying about the DC universe. The acting was strong, the cinematography looked fantastic, the plot was well done, and the film was disturbing as hell.",Samuel L,5
18-Jan-20,"This is an amazing film, mesmerizing really, with a phenomenal performance. Dark and disturbing films are often unforgettable, thought provoking and not necessarily at all likable. I didn't really like it, I appreciated the craft.",,4
18-Jan-20,"Amazing film and if he don't get a oscar for his portrayal as the joker something's wrong!! Great back story to one of DC main villains, just hope they don't ruin it with a lame VS movie or sequel.",Mark D,4
18-Jan-20,I can see why Joaquin Phoenix was nominated and has won so many awards for his role as Arthur Fleck. He was incredible.,Nina C,3
18-Jan-20,Brilliant story. Brilliant acting.,Brett E,5
18-Jan-20,"A terrific star turn for 3/4 of the movie. Unfortunately, as it becomes increasingly obvious that no one's thought this mess through, Phoenix becomes the guest who's stayed too long at the party and has worn out his welcome.",Rudy A,2
18-Jan-20,One of the best tellings of the Jokers origin!,Jay,5
18-Jan-20,"Too violent both visually and emotionally for this kid. But I can see why it's award winning. I had to FF through most of the ending. I don't watch movies to be traumatized and with no redemption whatsoever, I was left traumatized. It's probably a 5 star movie to those who can handle the darkness and violence.",Sandy S,3.5
18-Jan-20,"Slow build ending was ok and they took a little to many ""artist liberties"" on the Batman timeline in the joker inclusion",Joe G,2
18-Jan-20,Too violent for me.,,2.5
18-Jan-20,Awesome telling of Joker's origins and his descent into madness. Phoenix is such an engrossing Joker it's easy to overlook some mild flaws and the ending is so incredibly powerful. A must see for any fan of the DC comics.,Ellis F,4
18-Jan-20,"Phoenix was amazing, Oscar!!",,5
18-Jan-20,"First of all I am not a fan of the comic book wave of films that have been overwhelmingly Taking over the box office. So I am fine seeing this as a stand alone film that did not necessarily have to adhere to the Batman storyline. That said, I found this film to be one that was gritty, tragic and interesting storytelling. Although I was shocked to read so many Negative reviews from critics, whose commentary I would normally be interested in, but I found really far off the mark about the film and Phoenix. He gave a seriously interesting performance and I'm not even normally a fan. I did find so many references to TAXI DRIVER and that was definitely for me the same type of character....starting out circling The rim and ending up going down. For me it was not overly acted; too socially alienating or even too violent. Especially given regular television viewing. And maybe some of these Folks just don't see enough marginalized humans on which such a character could be based.",Gayle C,4
18-Jan-20,Awful. I don�t understand what all the hype was about. Disturbing on a number of levels and not in a good or entertaining way.,,0.5
18-Jan-20,Joaquin was great but the movie was disappointing.,Lorraine B,2
18-Jan-20,"A bit lacking in the dialogue department, but a good movie overall",Alan T,4
18-Jan-20,"Simply put, my brow was furrowed the entire time with a combination of anger, sadness, and disgust. Aka: the actor did his job.",,3
18-Jan-20,Una perfecta actuaci�n de f�nix merecedor de Ganar un �scar ???,Agustin D,5
18-Jan-20,Absolutely AWESOME!!!,James,5
18-Jan-20,"Darkest psychological thriller I have ever seen. If you liked The Shining, Silence of the Lambs, any Hitchcock movies, this is a must for you.",Robert F,4.5
18-Jan-20,"This might be the best performance I've ever seen by an actor. The movie is sad, but takes a look at the downtrodden in our society. A must see movie. Highest marks.",Daryl S,5
18-Jan-20,Literally the worst movie of the decade,Elias G,0.5
17-Jan-20,Taxi driver of our time.,Mitchell C,5
17-Jan-20,"This movie gives a dark and disturbing insight into the madness that is the Joker. If you are a hardcore DC fan, this may not be for you. The writers delved into the dark corners of mental illness and did a great job doing so. The way it was shot, the lighting and imagery were very strong. Phoenix did what he does best, very deep method acting. His madness was so convincing that you can't help but feel for the Joker. Though DC fandom may not allow it, I would LOVE to see this story line continue. This interpretation blows the campy ones I grew up watching out of the water.",Tabitha M,5
17-Jan-20,"FANTASTIC! Joquin Pheonix ,ay be a whacko, a jerk, or any other negative adjective....but this was a great portrayal and a great movie!",Joe D,5
17-Jan-20,"?????????? ???????? ????? ????????? ? ??? ????? ?????????? ??????????? ???? ??????? ???????! ???????????? ?????? ?? ????? ??????? ??????, ?????? - ???????????. ????????? ????????? ? ?????????????, ????????? ??????????? ? ???????. ? ???? ??? ????? ????? ??????? ?????, ??, ???????, ??????.",,5
17-Jan-20,"While Phoenix's performance is undisputedly one for the ages, this movie frustratingly never hits the mark on the all important message of society and mental health it tries to convey. It constantly skims the surface without ever digging deep, enough to allow casual viewers to become enamored while leaving critics yearning so much more.",Connor B,2
17-Jan-20,"I hate super hero flicks. This is not a super hero flick. Very interesting take, acting superb, and really didn't see what was going to happen next.",danny m,4.5
17-Jan-20,The movie is a grate metaphor of how society will shut people out and not expect them to become a problem.,Robert Y,5
17-Jan-20,"A strong first half marred by a poorly written second half. The dramatic equivalent of a Jim Carrey comedy, overly reliant on Phoenix's performance.",Achaern A,2.5
17-Jan-20,"Joker is smart, well acted, and perfectly paced, and Joaquin Phoenix gives his best impersonation of this classic Batman foe.",Antonio C,4
17-Jan-20,"In today's political correctness, it's a refreshing change for a start. Wonderful examination of psychological aftereffects to whom many consider ""deplorable"" and stunning satire to those uber woke class. Brilliant acting, a movie which can very well stand on its own without dc tag or even joker.. Haunting score nd very nice finish.",Udayan M,4.5
17-Jan-20,Phoenix is amazing in his ability to become the role he is in. While I didn't find the story very exciting or interesting this movie earned an extra star just on his performance alone.,Mike G,4
17-Jan-20,"Let me just start this off by saying, this movie is truly something else. Multiple scenes throughout the film will leave you feeling truly surprised and borderline speechless. Each scene is filmed beautifully and Joaquin Phoenix's performance is unparalleled and utterly unforgettable. Witnessing such mental deterioration in Joaquin's character will fill you with an aching sense of dread. I truly loved this movie; it's definitely worth more than one watch.",Kylie K,5
17-Jan-20,"Let's start by saying that I did enjoy the movie. It's a good film, entertaining. But the hype made me expect more and that just wasn't there. I'm not in agreement with Dan Kois at Slate who dismisses the movie as ""stupid"". There are moments that stretch the line of credulity, but no more so than any other superhero film. My complaints about the movie center on two main things; plot development and character veracity. As to plot, the movie creates a sense of impending doom without ever delivering on the doom. Knowing that the character would eventually become the mass-murdering ""Clown Prince of Crime"" is supposed to infuse all of the main character's actions with import. What the movie doesn't do is build to an inevitable crescendo that resolves itself in tragedy. In this way the movie is less horrific than it ought to be. Horror is best when the end product is the result of one action or choice after another - building to an inevitable conclusion. But in ""Joker"" there is no inevitability, no lie the character believes, no inciting moment, no complication and development, no buildup of tension leading to an inevitable peak. Act I is the same as Act II which is the same as Act III in this movie b/c there really is no progress, or attempt to avoid the inevitable, or gradual discovery of the awfulness, or repetition of symbolic metaphors. There is one big mother of a temper tantrum on live tv which results in some redecorating of the walls of the set but there is no real climax to the story. In terms of plot, therefore, it's more like watching snow fall off a roof or watching paint dry or watching a pancake slide down a wall; you know it will and when it does... meh. In terms of character I have two main disagreements. First is an implausibility to the Arthur Fleck character - the guy is a total sad sack whose eventual ""transformation"" into the Joker is more like one more sucky thing happening to him than it is a moment of horrific inevitability. It is hard to accept that one person would have so many bad things happen to him; abusive adoptive mother, crappy apartment, loser talents, dead end job, miserable gritty town, hostile and antagonistic neighbors, lousy boss, health issues, bad looks - yeah, your life sucks, dude. But oddly, even when people seem to have lousy lives they still have humor, friends, moments of joy, insight, access to art or poetry or song or booze - which make life bearable. Why didn't Fleck have any of this? Alright, so he's a loser with the ladies, but couldn't he have made a pass at that cute social worker, or maybe struck up a conversation with the gal on the subway after he killed those three dudes? or learned to play the guitar on the street like John Lee Hooker? or get drunk at the local with other losers? Something! Anything! It's as though the writers didn't know what normal humans actually do with their run-down lives. Normal humans eat junk food and get diabetes; binge watch ""Game of Thrones"" on Netflix; play pool or checkers or Pacman at the local arcade - Something! Anything! besides washing their Grendelian mother every night. The character just seems unbelievable. Indeed, against a hostile world human beings have a startling resilience which takes the most amazing forms; learning to polka dance at the Czech club - collecting spores, molds and fungus - becoming the leading expert on ""Doc Savage"" comics. Something! Anything! Resistance is not futile! Second, Aristotle had it right when he said that horror or tragedy in a character is always strongest when it is the result of the character's own choices & actions. To choose evil, or even to choose without understanding and thus make a fatal mistake leading to inevitable ruin, is more horrible than simply being the patsy for a violent world. In ""Joker"" the maniac is created by a hostile world abusing a poor demented victim. Arthur Fleck even says this when talking to Murray Franklin (DeNiro) What do you get...when you cross...a mentally ill loner with a society that abandons him and treats him like trash? You get what you ******' deserve! This is too simplistic an equation, I think. It is as if to say that ""society"" is to blame � rather than individuals who are evil or good. Fleck is just ""mad as hell and not going to take it anymore!"" More to the point is that in terms of art the character is not so horrific because he never CHOOSES to be a monster. The truly horrific human monsters in literature and in life such as Grendel, Macbeth, Patrick Bateman, Niander Wallace, or John Gacey, Jeffrey Dahmer, Pol Pot, Che Guevara � all choose the role of monster. Perhaps they justify their actions or perhaps they had horrible things done to them, but their choice remained their own. The Swansea conference, or the treatments of the kulaks by Stalin, or the flaying of young coeds, or Idi Amin's cannibalistic devouring of his enemies, abuse, child-molestation, random school shootings, sl�t unwearnum / b�t b�nlocan / bl�d �drum dranc / synsna�dum swealh � these are the horrific monsters of human society and all are the result of choice, not mere accident. As an audience we do not find horror only in the violence they perpetrate but in the CHOICE to commit such violence. Our horror stems from the knowledge that perhaps we too might make a similar choice. It would not be so pungent were these events mere accidents of nature, or if they were perpetrated by some unthinking beast. It is, rather, the willed malice that causes horror to rise in us like some cold Lovecraftian behemoth. But Fleck's simpering victimhood doesn't inspire such horror. He is a pitiable character with his expressions of ""I just hope my death make more cents than my life"" (poor blighter can't even spell right) and his Hitchcockian mother complex (""She always tells me to smile, and put on a happy face"" = pathetic) but he is a victim � a sad skinny puppy cowering in the rain. Even his name is little more than a fleck even though he is supposed to be Arthurian in his greatness. When he kills his victims there is even an invitation to rejoice as each one is a bully, a jerk, an abuser deserving of some justice. In the final murder of Murray Franklin (in an obvious homage to the Frank Miller scene) I had to stifle a little cheer as it seemed so appropriate. More horror exists in seeing Oedipus come out on stage with his bleeding eyeballs, or watching Sweeney Todd (Len Cariou) suddenly discover who the beggar woman is whom he has just murdered, or watching Bull McCabe (Richard Harris) drive his son over the cliff with the cattle. When Fleck has his final apotheosis on the police car amidst cheering crowds of clown-masked adorers there is little to cheer or be horrified by � it's just� meh. In conclusion, I would recommend this movie. It is a worthy addition to the Batman lore. Certainly Joaquin Phoenix gives a performance which, though never building in intensity, definitely is deserving of consideration. The music and camera work are both quite good and there is something of merit in seeing what the movie has to say. But overall, were I to choose it again, I might enjoy watching pancakes slide down the wall instead.",William L,3.5
17-Jan-20,"Joaquin Phoenix is perfect in this movie! I loved the psychological turn of this Joker, the complexity and profoundness of the character is amazing. The soundtrack gave me goosebumps and even visually is a very stunning movie!",Diana M,5
17-Jan-20,its good as like Joke as joker hahahaha,Luisito G,3.5
17-Jan-20,"A fotografia � espetacular, o ator impec�vel e o jeito que tudo se encaixa � incr�vel. Entretanto novamente o p�blico deixou o filme muito falado e quando vai ver n�o � tudo isso.",Giovanna M,3.5
17-Jan-20,"Better than I expected. Not oscar worthy, but better than I imagined.",,4
17-Jan-20,"Absolutely brilliant performances, directing, and set design. Having grown up in the 80's in NY the set and feel were spot on from the general feeling that NYC was in an unescapable decay to the elevators, hospitals, apartments, and subways - like I was there again. Well almost, NYC was actually far worse but A+ for effort. As far as Joaquin Phoenix, just spectacular. Easily the best performance of the year.",J R,5
17-Jan-20,Too much ideology too little work! this is just phoenix solely working hard with lots of B-roll and GFX. there is no movie here and phoenix's efforts look ridiculous when put in such a shallow context!,Ebraheem M,1
17-Jan-20,The jocker movie goes up and beyond in many aspects with the soundtrack able to switch to a sad and scary theme than to a loud and classical theme with great performances and being one of the first movies to actually get shocked and fearful towards Arthur fleck. With some downsides being that it copies other movies beat for beat like the king of comedy is a big comparison other than that a good movie.,Maverick K,4
17-Jan-20,"I think the best Joker is the Killing Joke (comic) version, however this is a good adaptation and modernization of the Joker. One of fundamental problems I have with this film is that they are making the Joker more of an anti-hero instead of a full villain. Yeah it's important to be have a human background, but I want to see himself killing innocent people not just people who offended Joker feelings. The best Joker comes from the Killing Joke knows that life is a joke, and that anyone who goes through that ""1 bad day"" will become crazy like the Joker and the Batman... and that life is completely pointless... so it doesn't matter who dies or not, because all life is a joke to him. I think Batman part of the story was really weak, which is also a disappointment because Joker in a weird love relationship with the Batman in this books, so it's disappoint they Batman didn't push the ""Joker"" in the acid pit, and that Joker isn't obsessive with the Batman.... I hope if they do a sequel to this Joker movie, they had all the above element stories to the Joker, and they lose the ""anti-hero"" touch or else they screw up the character like they did to our beloved Vemon in the comic books. Where Vemon was a full on villain, and slowly though the years, they turned him into a ""greyish type of hero""...sometimes doing the bad thing, but usually working with regular superheroes like ""it no problem"". Carnage was actually made because of Vemon changing into a hero, and Carnage was also based on the old version Vemon and Joker.",Andrew S,3
17-Jan-20,"Should have been called, �Not the Joker.� Great acting by the main character but then, he�s often the same deranged, misanthrope in his movies. Stick with the comic book formula. It works. Go changing things up for �artistic license?� Sure, you�ll get awards but this isn�t The Joker.",,2.5
17-Jan-20,We live in a Society,Grady K,5
